ocid,fecha_compilacion,segmento_mes,tender_id,nomenclatura,descripcion,metodo_ocds,tipo_procedimiento,categoria,monto_referencial,moneda,monto_referencial_pen,fecha_convocatoria,n_postores_declarado,info_protegida_por_ley,presupuesto,comprador_id,comprador_nombre,archivo_mes,n_releases,fecha_primer_release,fecha_ultimo_release,departamento_raw,provincia_raw,distrito_raw,n_postores_filas,n_postores_unicos,n_adjudicaciones,monto_adjudicado,proveedores,proveedores_ids,n_contratos,monto_contratado,fecha_primer_contrato
ocds-dgv273-seacev3-1243784,2026-09-23T10:18:04.244486-05:00,2026-08,1243784,CP-ABR-1-2026-MDT/DEC-1,"CONTRATCION DE SERVICIO DE SUMINISTRO, FABRICACION. MONTAJE E INSTALACION DE ESTRUCTURA METALICAS, BAJO LA MODALIDAD A TODO COSTO DE LA OBRA CONSTRUCCION DE ESTRUCTURAS METALICAS BAJO LA MODALIDAD A TODO COSTO DE LA OBRA CONSTRUCCION DE ALMACNCEN EN LA MUNICIPALIDAD DISTRITAL DE TAMBURCO",,Concurso Público Abreviado,services,192500.0,PEN,192500.0,2026-08-24T11:17:00-05:00,18.0,False,,PE-CONSUCODE-325,MUNICIPALIDAD DISTRITAL DE TAMBURCO,2026-08,18,2026-08-25T10:17:44.951090-05:00,2026-09-23T10:18:04.244486-05:00,APURIMAC,ABANCAY,TAMBURCO,18,18,1,174850.0,INVESTMENTS GLOBO S.A.C.,PE-RUC-20552452314,0,,
ocds-dgv273-seacev3-1246077,2026-09-23T10:18:04.190937-05:00,2026-08,1246077,SIE-SIE-57-2026-GOREMAD/OC-1,"ADQUISICION DE CEMENTO PORTLAND TIPO IP 42.50 KG PARA LA OBRA ¿AMPLIACION Y MEJORAMIENTO  DE LOS SERVICIOS  EDUCATIVOS  DEL NIVEL PRIMARIA CON CODIGO N° 0206862 Y DEL NIVEL SECUNDARIA CON CODIGO MODULAR  N° 1544725 DEL CENTRO POBLADO DE  SAN LORENZO, DISTRITO DE TAHUAMANU, PROVINCIA DE TAHUAMANU, PR",open,Subasta Inversa Electrónica,goods,121531.37,PEN,121531.37,2026-08-31T19:16:00-05:00,8.0,False,,PE-CONSUCODE-45,GOBIERNO REGIONAL DE MADRE DE DIOS SEDE CENTRAL,2026-08,13,2026-09-01T10:23:55.005877-05:00,2026-09-23T10:18:04.190937-05:00,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,8,8,1,127837.6,CODECO E.I.R.L,PE-RUC-20532492051,0,,
ocds-dgv273-seacev3-1245531,2026-09-23T10:18:03.725166-05:00,2026-08,1245531,CP-ABR-20-2026-SEDAPAR-1,"CONTRATACIÓN DE SERVICIO DE CONSULTORÍA PARA LA SUPERVISIÓN DE OBRA ¿CONSTRUCCIÓN DE RESERVORIO EN EL(LA) PLANTA DE TRATAMIENTO DE AGUA POTABLE COCACHACRA (R-01) DISTRITO DE COCACHACRA, PROVINCIA ISLAY, DEPARTAMENTO AREQUIPACUI 2561956¿",,Concurso Público Abreviado,services,0.0,PEN,0.0,2026-08-28T14:55:00-05:00,,True,,PE-CONSUCODE-2384,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE AREQUIPA,2026-08,20,2026-08-29T10:11:47.517621-05:00,2026-09-23T10:18:03.725166-05:00,AREQUIPA,AREQUIPA,AREQUIPA,0,0,0,,,,0,,
ocds-dgv273-seacev3-1237641,2026-09-23T10:18:03.716533-05:00,2026-08,1237641,LP-ABR-13-2026-HRGDVA-C-1,CONTRATACION DE INSUMOS DE FRUTAS PARA EL DEPARTAMENTO DE NUTRICION Y DIETETICA DEL HOSPITAL REGIONAL GUILLERMO DIAZ DE LA VEGA DE ABANCAY,,Licitación Pública Abreviada,goods,76290.0,PEN,76290.0,2026-08-03T15:44:00-05:00,8.0,False,,PE-CONSUCODE-200040,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL GUILLERMO DIAZ DE LA VEGA ABANCAY,2026-08,14,2026-08-04T10:21:47.693484-05:00,2026-09-23T10:18:03.716533-05:00,APURIMAC,ABANCAY,ABANCAY,8,8,0,,,,0,,
ocds-dgv273-seacev3-1244899,2026-09-23T10:18:03.709423-05:00,2026-08,1244899,CP-ABR-3-2026-MPH/CS-3,"ELABORACION DEL EXPEDIENTE TECNICO: AMPLIACION DEL SERVICIO DE EDUCACIÓN SECUNDARIA EN I.E. 88353 DE CENTRO POBLADO HACIENDA BARBACAY DISTRITO DE HUARMEY DE LA PROVINCIA DE HUARMEY DEL DEPARTAMENTO DE ANCASH, CON CUI Nro 2715599",,Concurso Público Abreviado,services,132071.5,PEN,132071.5,2026-08-26T18:41:00-05:00,,True,,PE-CONSUCODE-302,MUNICIPALIDAD PROVINCIAL DE HUARMEY,2026-08,15,2026-08-27T10:33:26.093370-05:00,2026-09-23T10:18:03.709423-05:00,ANCASH,HUARMEY,HUARMEY,0,0,0,,,,0,,
ocds-dgv273-seacev3-1244185,2026-09-23T10:18:03.694653-05:00,2026-08,1244185,SIE-SIE-1-2026-RISH-1,ADQUISICIÓN DE GAS LICUADO DE PETRÓLEO (GLP) DESTINADO AL HOSPITAL SAN JUAN DE MATUCANA,open,Subasta Inversa Electrónica,goods,87200.0,PEN,87200.0,2026-08-25T21:12:00-05:00,7.0,False,231100.0,PE-CONSUCODE-200404,GOBIERNO REGIONAL DE LIMA - RED DE SALUD DE HUAROCHIRI,2026-08,15,2026-08-26T10:29:20.666299-05:00,2026-09-23T10:18:03.694653-05:00,LIMA,HUAROCHIRI,RICARDO PALMA,7,7,1,56700.0,COMPAÑIA GLOBAL DEL GAS S.A.C.,PE-RUC-20548155810,1,56700.0,2026-09-21T00:00:00-05:00
ocds-dgv273-seacev3-1243000,2026-09-23T10:18:03.679304-05:00,2026-08,1243000,LP-ABR-2-2026-MDA/C-1,MEJORAMIENTO DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN ESPACIO DEPORTIVO MULTIUSO DE CENTRO POBLADO IRAN DISTRITO DE ANCHIHUAY DE LA PROVINCIA DE LA MAR DEL DEPARTAMENTO DE AYACUCHO CON CUI N° 2727556,,Licitación Pública Abreviada,works,621576.56,PEN,621576.56,2026-08-20T12:35:00-05:00,2.0,False,621577.0,PE-CONSUCODE-201469,MUNICIPALIDAD DISTRITAL DE ANCHIHUAY,2026-08,10,2026-08-21T10:31:12.032004-05:00,2026-09-23T10:18:03.679304-05:00,AYACUCHO,LA MAR,ANCO,2,2,1,621308.86,CONSORCIO IRAN,PE-RUC-1826995,1,621308.86,2026-09-11T00:00:00-05:00
ocds-dgv273-seacev3-1236891,2026-09-23T10:18:03.662196-05:00,2026-07,1236891,LP-ABR-12-2026-MDM-1,"CONTRATACION DE LA EJECUCION DE LA IOARR; ""RENOVACION DE PUENTE EN EL (LA) VIA VECINAL JU-1565, PROGRESIVA KM 5 + 107.6 EN LA LOCALIDAD PUEBLO LIBRE DE PAURIALI DISTRITO DE MAZAMARI, PROVINCIA DE SATIPO, DEPARTAMENTO DE JUNIN CUI Nº2675823",,Licitación Pública Abreviada,works,1262348.4,PEN,1262348.4,2026-07-24T19:39:00-05:00,11.0,False,1262348.4,PE-CONSUCODE-1158,MUNICIPALIDAD DISTRITAL DE MAZAMARI,2026-07,23,2026-07-25T10:12:55.766827-05:00,2026-09-23T10:18:03.662196-05:00,JUNIN,SATIPO,MAZAMARI,11,11,1,1176765.45,CONSORCIO PAURIALI,PE-RUC-1826292,1,1176765.45,2026-09-15T00:00:00-05:00
ocds-dgv273-seacev3-2026-200029-48,2026-09-23T10:18:03.628397-05:00,2026-08,1244352,CP Homologación-ABR-4-2026-IN/SALUDPOL-2,CONTRATACIÓN DEL SERVICIO DE ATENCIÓN AMBULATORIA INTEGRAL DEL PACIENTE CON ENFERMEDAD RENAL CRÓNICA ESTADIO 5 EN HEMODIALISIS PARA LOS PACIENTES BENEFICIARIOS DE SALUDPOL EN EL DEPARTAMENTO DE PUNO,,Concurso Público Abreviado Homologación,services,1261157.04,PEN,1261157.04,2026-08-25T17:02:00-05:00,1.0,False,,PE-CONSUCODE-200029,FONDO DE ASEGURAMIENTO EN SALUD DE LA POLICIA NACIONAL DEL PERU,2026-08,41,2026-03-11T10:13:06.412699-05:00,2026-09-23T10:18:03.628397-05:00,LIMA,LIMA,PUEBLO LIBRE,1,1,2,2545920.0,SERVICIOS MEDICOS Y DIALISIS DEL SUR VIRGEN DE LA CANDELARIA S.A.C.,PE-RUC-20498418920,0,,
ocds-dgv273-seacev3-1241231,2026-09-23T10:18:03.601364-05:00,2026-08,1241231,CP SER-SM-4-2026-HRA/CS-1,CONTRATACIÓN DEL SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EL HOSPITAL REGIONAL DE AYACUCHO ¿MIGUEL ÁNGEL MARISCAL LLERENA¿,,Concurso Público de Servicios,services,0.0,PEN,0.0,2026-08-13T22:01:00-05:00,,True,,PE-CONSUCODE-20002,GOBIERNO REGIONAL DE AYACUCHO - HOSPITAL HUAMANGA,2026-08,18,2026-08-14T10:33:31.979888-05:00,2026-09-23T10:18:03.601364-05:00,AYACUCHO,HUAMANGA,AYACUCHO,0,0,0,,,,0,,
ocds-dgv273-seacev3-1238022,2026-09-23T10:18:03.584970-05:00,2026-08,1238022,LP-ABR-7-2026-MDT/C-1,"CONTRATACION DE EJECUCIÓN DE LA OBRA: ¿CREACIÓN DEL SERVICIO DE MOVILIDAD URBANA EN EL BARRIO ANTAPLUY, DISTRITO DE TARICÁ, PROVINCIA DE HUARAZ, DEPARTAMENTO DE ÁNCASH.¿ CON CUI 2688699.",,Licitación Pública Abreviada,works,2328867.58,PEN,2328867.58,2026-08-04T22:26:00-05:00,11.0,False,2328867.58,PE-CONSUCODE-161,MUNICIPALIDAD DISTRITAL DE TARICA,2026-08,13,2026-08-05T10:26:21.639343-05:00,2026-09-23T10:18:03.584970-05:00,ANCASH,HUARAZ,TARICA,11,11,1,2328867.58,CONSORCIO PRO. -AT VIAL,PE-RUC-1821444,1,2328867.58,2026-09-07T00:00:00-05:00
ocds-dgv273-seacev3-1244699,2026-09-23T10:18:03.529557-05:00,2026-08,1244699,SEL-PROC-31-2026-OTL / PETROPERU-2,ADQUISICION DE EXTINTORES PORTATILES LISTADO DE PQS Y CO2 Y ACCESORIOS PARA SU MANTENIMIENTO PARA REFINERIA TALARA,open,Adjudicación Selectiva,goods,0.0,PEN,0.0,2026-08-26T16:04:00-05:00,1.0,False,,PE-CONSUCODE-2433,PETROLEOS DEL PERU S.A.,2026-08,10,2026-08-27T10:33:26.002909-05:00,2026-09-23T10:18:03.529557-05:00,LIMA,LIMA,SAN ISIDRO,1,1,0,,,,0,,
ocds-dgv273-seacev3-1245000,2026-09-23T10:18:03.522827-05:00,2026-08,1245000,LP-ABR-2-2026-MDC/CS-1,"EJECUCION DE LA OBRA: ""RENOVACIÓN DE PUENTE; EN EL(LA) PUENTE QUISCO; TRAMO DE TRANSITABILIDAD EN EL SECTOR QUISCO DEL DISTRITO DE COTAPARACO, PROVINCIA RECUAY, DEPARTAMENTO ANCASH"", CUI: 2689813.",,Licitación Pública Abreviada,works,987043.11,PEN,987043.11,2026-08-26T23:25:00-05:00,,True,,PE-CONSUCODE-262,MUNICIPALIDAD DISTRITAL DE COTAPARACO,2026-08,12,2026-08-27T10:33:26.151617-05:00,2026-09-23T10:18:03.522827-05:00,ANCASH,RECUAY,COTAPARACO,0,0,0,,,,0,,
ocds-dgv273-seacev3-2026-200035-5,2026-09-23T10:18:03.516071-05:00,2026-08,1244069,CP-ABR-6-2026-LLP-1,CONTRATACION DEL SERVICIO DE TELEFONÍA MÓVIL Y RED PRIVADA Y ALQUILER DE EQUIPOS CELULARES PARA EL PROGRAMA DE EMPLEO TEMPORAL LLAMKASUN PERÚ,,Concurso Público Abreviado,services,0.0,PEN,0.0,2026-08-24T21:14:00-05:00,,True,,PE-CONSUCODE-200035,PROGRAMA PARA LA GENERACION DE EMPLEO SOCIAL INCLUSIVO ¿TRABAJA PERU¿,2026-08,23,2026-08-25T10:17:45.081514-05:00,2026-09-23T10:18:03.516071-05:00,LIMA,LIMA,JESUS MARIA,0,0,0,,,,0,,
ocds-dgv273-seacev3-1240081,2026-09-23T10:18:03.498808-05:00,2026-08,1240081,CP-ABR-18-2026-C.S.DIRESA-HVCA-1,"MANTENIMIENTO CORRECTIVO DE AMBIENTES ASISTENCIALES DEL CENTRO DE SALUD ANCO, DISTRITO DE ANCO",,Concurso Público Abreviado,services,175871.78,PEN,175871.78,2026-08-10T18:31:00-05:00,31.0,False,,PE-CONSUCODE-10456,GOBIERNO REGIONAL DE HUANCAVELICA-SALUD,2026-08,18,2026-08-11T10:16:25.722028-05:00,2026-09-23T10:18:03.498808-05:00,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,31,31,1,162800.0,CONTRATISTAS E INVERSIONES GENERALES 4M SOCIEDAD ANÓNIMA CERRADA - COINGE 4M S.A.C.,PE-RUC-20604342148,0,,
ocds-dgv273-seacev3-1236694,2026-09-23T10:18:03.483127-05:00,2026-07,1236694,CP-ABR-5-2026-CS/MDL-2,"CONTRATACIÓN DE CONSULTORÍA DE OBRA - SUPERVISIÓN DE OBRA: ""RENOVACION DE PUENTE; EN EL(LA) CAMINO VECINAL QUE UNI EL CENTRO POBLADO DE SANTA MARÍA Y LA LOCALIDAD DE PUYTOC DISTRITO DE LAMBRAS, PROVINCIA TAYACAJA, DEPARTAMENTO HUANCAVELICA""; CON CUI N° 2677130",,Concurso Público Abreviado,services,185454.7,PEN,185454.7,2026-07-30T23:43:00-05:00,6.0,False,185454.7,PE-CONSUCODE-204690,MUNICIPALIDAD DISTRITAL DE LAMBRAS,2026-07,16,2026-07-31T10:16:00.771091-05:00,2026-09-23T10:18:03.483127-05:00,HUANCAVELICA,TAYACAJA,LAMBRAS,6,6,1,185454.7,CONSORCIO SANTA MARIA,PE-RUC-1819606,1,185454.7,2026-08-31T00:00:00-05:00
ocds-dgv273-seacev3-1236741,2026-09-23T10:18:03.467002-05:00,2026-07,1236741,CP-ABR-25-2026-OSINERGMIN-1,CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA PARA ELABORACIÓN DE LA PROPUESTA DE REVISIÓN DE LA LEY DE CONCESIONES ELÉCTRICAS Y SU REGLAMENTO RESPECTO AL MODELO REGULATORIO BUILDING BLOCKS EN EL PERÚ,,Concurso Público Abreviado,services,345625.0,PEN,345625.0,2026-07-24T16:39:00-05:00,10.0,False,345625.0,PE-CONSUCODE-1921,ORGANISMO SUPERVISOR DE LA INVERSION EN ENERGIA Y MINERIA,2026-07,24,2026-07-25T10:12:55.624616-05:00,2026-09-23T10:18:03.467002-05:00,LIMA,LIMA,MAGDALENA DEL MAR,10,10,1,267860.0,BA ENERGY SOLUTIONS S.A.C.,PE-RUC-20429344531,1,267860.0,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-2026-200035-3,2026-09-23T10:18:03.423008-05:00,2026-08,1245721,CP-ABR-7-2026-LLP-1,CONTRATACIÓN DEL SERVICIO DE INTERNET DEDICADO PARA EL PROGRAMA DE EMPLEO TEMPORAL LLAMKASUN PERÚ,,Concurso Público Abreviado,services,0.0,PEN,0.0,2026-08-28T19:35:00-05:00,,True,,PE-CONSUCODE-200035,PROGRAMA PARA LA GENERACION DE EMPLEO SOCIAL INCLUSIVO ¿TRABAJA PERU¿,2026-08,19,2026-08-29T10:11:47.626519-05:00,2026-09-23T10:18:03.423008-05:00,LIMA,LIMA,JESUS MARIA,0,0,0,,,,0,,
ocds-dgv273-seacev3-1245976,2026-09-23T10:18:03.409203-05:00,2026-08,1245976,CP-ABR-12-2026-EPSEL S.A.-1,"SERVICIO DE PERFORACIÓN DE POZO EXPLORATORIO DEL DISTRITO DE TÚCUME ¿ PROVINCIA DE LAMBAYEQUE, DEPARTAMENTO DE LAMBAYEQUE INVERSIÓN 11-C-50 ESTUDIO TARIFARIO 2025-2028",,Concurso Público Abreviado,services,187148.0,PEN,187148.0,2026-08-31T17:41:00-05:00,9.0,False,,PE-CONSUCODE-2378,ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAMBAYEQUE S.A.,2026-08,14,2026-09-01T10:23:54.689584-05:00,2026-09-23T10:18:03.409203-05:00,LAMBAYEQUE,CHICLAYO,CHICLAYO,9,9,1,187148.0,CORPORACION MAKIPURAIX DEL PERU E.I.R.L.,PE-RUC-20609614839,0,,
ocds-dgv273-seacev3-1222198,2026-09-23T10:18:03.387029-05:00,2026-06,1222198,CP-ABR-63-2025-OC/GR PUNO-1,"SERVICIO DE ALQUILER DE CAMIÓN CISTERNA, PARA LA META MEJORAMIENTO DE LA DEFENSA RIBEREÑA EN EL TRAMO V EN LAS MÁRGENES DERECHA E IZQUIERDA DEL RIO RAMIS EN LOS TRAMOS DE SACASCO, COLLANA, CHACAMARCA, PATASCACHI, YANAOCO, TUNI GRANDE, RAMIS, Y BALSAPATA, MULTIDISTRAL ¿ MULTIPROVINCIAL - PUNO",,Concurso Público Abreviado,services,432300.0,PEN,432300.0,2026-06-03T18:49:00-05:00,8.0,False,,PE-CONSUCODE-49,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL,2026-06,20,2026-06-04T10:35:36.772081-05:00,2026-09-23T10:18:03.387029-05:00,PUNO,PUNO,PUNO,8,8,0,,,,0,,
ocds-dgv273-seacev3-1232198,2026-09-23T10:18:03.373239-05:00,2026-07,1232198,CP-ABR-11-2026-CS-MPMN-1,"SERVICIO DE CONSULTORIA DE OBRA PARA LA SUPERVISION DE ELABORACION DEL EXPEDIENTE TECNICO, EJECUCION DE OBRA Y LIQUIDACION DEL PROYECTO; CREACION DE LOS SERVICIOS CULTURALES Y LAS ARTES EN LA CASA DE LA JUVENTUD DE LA LOCALIDAD DE MOQ., DISTR. MOQ., DE LA PROV. MARISCAL NIETO, DEL DPTO. MOQ.",,Concurso Público Abreviado,services,0.0,PEN,0.0,2026-07-08T18:03:00-05:00,,True,,PE-CONSUCODE-1536,MUNICIPALIDAD PROVINCIAL DE MARISCAL NIETO - MOQUEGUA,2026-07,8,2026-07-09T10:39:21.778470-05:00,2026-09-23T10:18:03.373239-05:00,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,0,0,0,,,,0,,
ocds-dgv273-seacev3-1227255,2026-09-23T10:18:03.328525-05:00,2026-06,1227255,LP-SM-8-2026-UE:026-DIREICAJ-1,"ADQUISICIÓN DE EQUIPOS DE LABORATORIO CRIMINALISTICOS PARA LA UNIDAD FUNCIONAL DE CRIMINALISTICA CON SEDE EN LA UNIDAD DE FLAGRANCIA DEL DISTRITO JUDICIAL LIMA ESTE - DIRCRI PNP, CUI N°2696260",open,Licitación Pública,goods,0.0,PEN,0.0,2026-06-19T20:31:00-05:00,,True,,PE-CONSUCODE-200825,DIRECCION EJECUTIVA DE INVESTIGACION CRIMINAL Y APOYO A LA JUSTICIA PNP - DIREICAJ  PNP,2026-06,40,2026-06-20T10:19:17.807091-05:00,2026-09-23T10:18:03.328525-05:00,LIMA,LIMA,LIMA,0,0,0,,,,0,,
ocds-dgv273-seacev3-1226639,2026-09-23T10:18:03.313754-05:00,2026-06,1226639,SIE-SIE-22-2026-HNCH-1,ADQUISICION DE PRODUCTO FARMACEUTICO TRAMADOL CLORHIDRATO 50 MG TB PARA EL ABASTECIMIENTO ANUAL DE LOS SERVICIOS DEL HOSPITAL CAYETANO HEREDIA,open,Subasta Inversa Electrónica,goods,152000.0,PEN,152000.0,2026-06-18T12:49:00-05:00,7.0,False,152000.0,PE-CONSUCODE-10208,HOSPITAL CAYETANO HEREDIA,2026-06,12,2026-06-19T10:30:26.612417-05:00,2026-09-23T10:18:03.313754-05:00,LIMA,LIMA,SAN MARTIN DE PORRES,7,7,1,57000.0,INSTITUTO QUIMIOTERAPICO S A,PE-RUC-20100287791,1,57000.0,2026-09-11T00:00:00-05:00
